IdPA,IdRapp,DifferenceUploadDay,NomUnite,NomPrestataire,NomAuditeurDB,TotalAuditeur,EXIGENCES,DCOTES,CONSTATSDAUDIT,ACTIONFOURNISSEUR,DELAI,AVISAUDITEUR,AUDITEURPA
540,540.0,3,VP Fournisseur 147,Visi office 3,VP Auditeur 1,449,autres commentaires 2,c,quelques points concernant l'infrastructure: -un écran contre les insectes avec un trou en bas au niveau d'une porte vers la ligne de surconditionnement l42. - au niveau de la zone de déposage des ingrédients quelques parties du sol sont abîmées. -portail abîmé au niveau de la zone de réception des matières premières - les portes des toilettes au niveau des vestiaires werk 2 sont en partie abîmées (peinture s'écaille en bas).,the defective insect screen will be repaired a longterm floor maintenance plan is in place. the defictive florr will be repaired the manufacturer of the door was ordered to send a technican for a survey of damage the flaking paint will be removed and the doors will be painted insect screen: 01.09.17 / floor repair: 10.09.17 / door: time planning after inspection of manufacturer / toilet doors: 10.09.17//(ancienne action 23/08/2017 ) the defective insect screen will be repaired a longterm floor maintenance plan is in place. the defictive florr will be repaired the manufacturer of the door was ordered to send a technican for a survey of damage the flaking paint will be removed and the doors will be painted,10/09/2017,approuvé,VP Auditeur 1
541,541.0,3,VP Fournisseur 147,Visi office 3,VP Auditeur 1,449,autres commentaires 3,c,quelques points concernant le matériel: - un cutter (pour l'ail) avec des traces noires et un joint cassé en bas (non près des produits) -joint au niveau du pétrin de la ligne 24 abîmé. -convoyeur abîmé au niveau du recyclage de la pâte après laminage ligne 23 et un peu plus loin au niveau du plafond des parties.,"""the floor and the area around the bown chopper will be cleaned. the sealing will be replaced. the dampers under the bowl chopper will bechecked and if necessary replaced the sealing of the kneader will be replaced the defective conveyor belt has been replaced "" bowl chopper: 01.09.17 / kneader: 10.09.17 / conveyor belt: done//(ancienne action 23/08/2017 ) ""the floor and the area around the bown chopper will be cleaned. the sealing will be replaced. the dampers under the bowl chopper will bechecked and if necessary replaced the sealing of the kneader will be replaced the defective conveyor belt has been replaced """,10/09/2017,approuvé,VP Auditeur 1
274,274.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,"correspondance des spécifications des matières premières avec le cdc monoprix (fournisseurs, origines, nature, attestations non allergènes, non ogm, non ionisées)",b,"de nouveaux fournisseurs non déclarés sous trace one peuvent être utilisés exemple : corman pour le beurre, silvarem international pour les amandes amères et saint louis ou sucre et service pour le sucre.",demande à monoprix de mise à jour du cahier des charges du tendresse aux noix,A voir pour la mise à jour du CDC avec Monoprix,approuvé,VP Auditeur 1
275,275.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,"respect du plan d'actions de l'audit / visite monoprix précédent : prise en compte des écarts en lien avec la sécurité, la qualité, la légalité et le respect du cdc monoprix. ""a"" si 100% des écarts concernés sont soldés, ""b"" si entre 70 et 100% soldés, ""c"" si entre 20 et 70% soldés, ""d"" si entre 0 et 20% soldés.",b,93 % des actions ont pu être soldées sur 14 actions ; 1 est encore non résolue joint mural au plafond de la salle de plonge,remettre en état les joints silicone au niveau de la plonge,2017,approuvé,VP Auditeur 1
276,276.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,contrôle de poids des produits finis : pertinence des règles d'échantillonnage et conformité des résultats.,b,le site procède à ce jour par échantillonnages et contrôle de la moyenne . toutefois les cartes de contrôles n'ont pas été établies conformément au guide métrologique de la dgccrf et la tare utilisée est une tare fixe et n'est pas établie conformément à ce même guide,1-mettre en place une trieuse pondérale à métrologie légale sur le ligne des entremets (où est fabriqué le tendresse aux noix). cette action est prévue d'ici fin août 2017 (intervention loma + mesure & service). 2-mettre en place les cartes de contrôles sur toutes les lignes (cf outil ci-joint). la mise en place est prévue sur septembre 2017//(ancienne action 19/07/2017 )//(ancienne action 19/07/2017 ) 1-mettre en place une trieuse pondérale à métrologie légale sur le ligne des entremets (où est fabriqué le tendresse aux noix). cette action est prévue d'ici fin août 2017 (intervention loma + mesure & service). 2-mettre en place les cartes de contrôles sur toutes les lignes (cf outil ci-joint). la mise en place est prévue sur septembre 2017//(ancienne action 19/07/2017 ) mettre en place une trieuse pondérale à métrologie légale sur le ligne des entremets (où est fabriqué le tendresse aux noix). cette action est prévue d'ici fin août 2017 (intervention loma + mesure & service). 3-mettre en place les cartes de contrôles sur toutes les lignes (cf outil ci-joint). la mise en place est prévue sur septembre 2017//(ancienne action 19/07/2017 ) 1-mettre en place une trieuse pondérale à métrologie légale sur le ligne des entremets (où est fabriqué le tendresse aux noix). cette action est prévue d'ici fin août 2017 (intervention loma + mesure & service). 2-mettre en place les cartes de contrôles sur toutes les lignes (cf outil ci-joint). la mise en place est prévue sur septembre 2017//(ancienne action 19/07/2017 ) mettre en place une trieuse pondérale à métrologie légale sur le ligne des entremets (où est fabriqué le tendresse aux noix). cette action est prévue d'ici fin août 2017 (intervention loma + mesure & service). mettre en place les cartes de contrôles sur toutes les lignes (cf outil ci-joint). la mise en place est prévue sur septembre 2017,3 mois,approuvé,VP Auditeur 1
277,277.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,analyse de risque existante et pertinente sur l'utilisation de vaisselle cassable en salle de pause (par exemple gestion des tenues et chaussures),b,il n'y a pas à ce jour d'analyse des risques formalisée sur ce point toutefois le personnel retire le haut de la tenue pour les pauses et repasse au lave botte avant l'accès en salle,mettre à jour l'analyse de risque en prenant en compte le risque cassable en salle de pause.,1 mois,approuvé,VP Auditeur 1
278,278.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,"présence d'une procédure de gestion des bris de verre documentée et connue par le personnel : la procédure doit prévoir à minima l'inspection ou si besoin le remplacement des tenues de travail, le nettoyage des chaussures, l'isolement de la zone de casse, l'enregistrement de l'incident.",b,la procédure bris de verre existe mais est très peu utilisée de ce fait le personnel répond correctement mais il n'est pas prévu d'éviter les déplacements au maximum dans la zone correspondante,faire une note rappelant les consignes à suivre en cas de bris de verre ou cassable et la communiquer à l'ensemble des salariés.,1 mois,approuvé,VP Auditeur 1
279,279.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,présence de matériel de balayage spécifique pour les bris de verre,c,pas de matériel spécifique (mis en c car risque limité pas de manipulation de verre),détruire le matériel spécifique en cas de bris de verre. mettre à jour la procédure bris de verre et informer les salariés dans ce sens,1 mois,approuvé,VP Auditeur 1
280,280.0,13,VP Fournisseur 219,Visi office 3,VP Auditeur 1,449,etat de propreté apparente le jour de l'audit,c,1-locaux globalement propres et bien entretenus à part la salle de plonge qui est dans un état assez dégradé (joints des portes dégradés- lanières d'entrée de la machine à laver déchirées-joint mural au plafond de la salle incomplet- réparation provisoire d'une cornière de la machine à laver avec du scotch- sol avec des dégradations) -2- le pupitre de la salle de cuisson présente des traces d'étiquette - 3-le plafond de la salle de stockage des mp (froid positif) présente des salissures,1-remettre en état les cornières de la machines à laver les caisses 2-nettoyer les traces de colle sur le pupitre de la salle de cuisson (cuisine) 3-nettoyer le plafond du frigo de stockage des matières premières,1- 6 mois2-1 mois3-3 mois,approuvé,VP Auditeur 1
36,36.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,le système de traçabilité est-il testé au moins une fois par an ? le système est-il mis à jour si nécesssaire et les enregistrements maintenus ?,b,des tests sont effectués de façon périodique toutefois il n'y a pas d'enregistrements explicites et détaillés.,"les documents de tests traçabilité sont conservés pour monoprix sur papier au niveau de l'administratif. les tests de traçabilité par des organismes extérieurs, ou en cas de demande par les fraudes par rapport à des cdc, de la compta matière seront conservés informatiquement. pour monoprix nous conservons les tests de traçabilité, les rendements sur papiers et le tout est archivé. //(ancienne action 24/07/2017 ) les documents de tests traçabilité sont conservés pour monoprix sur papier au niveau de l'administratif. les tests de traçabilité par des organismes extérieurs, ou en cas de demande par les fraudes par rapport à des cdc, de la compta matière seront conservés informatiquement.",1 an,approuvé,VP Auditeur 1
37,37.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"le système de gestion des incidents est il revu, testé et vérifié au moins une fois par an ?",d,"des dispositifs de tests de la procédure de gestion de crise sont gérés au niveau du groupe, pas de tests impliquant directement le site, visibilité réduite des dispositifs de vérification au niveau du site.",la procédure de gestion de crise sera testée sur le site de elivia le mans lvm,6 mois,approuvé,VP Auditeur 1
38,38.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"respect du plan d'actions de l'audit / visite monoprix précédent : prise en compte des écarts en lien avec la sécurité, la qualité, la légalité et le respect du cdc monoprix. ""a"" si 100% des écarts concernés sont soldés, ""b"" si entre 70 et 100% soldés, ""c"" si entre 20 et 70% soldés, ""d"" si entre 0 et 20% soldés.",b,une prise en compte globale de l'ensemble des écarts. un seul point pas finalisé à date : peinture s'écaillant sur un poteau de l'atelier désossage.,"un devis a été fait par une société de peinture industrielle pour la réfection de certaines salles de travail. le devis a été établi en zones prioritaires et moins prioritaires. la salle de désossage étant en zone moins prioritaire, les travaux de peinture seront réalisé sous 2 ans.",6 mois,approuvé,VP Auditeur 1
39,39.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les responsabilités concernant la sécurité, la légalité et la qualité des aliments sont-elles documentées, clairement définies, disponibles et communiquées au personnel ?",c,"il n'y a pas de fiches de fonction formalisées pour le responsable de site, pour la responsable qualité.",demande faite au service rh du groupe concernant les fiches de fonction responsable exploitation et responsable qualité le 06/06/2017. les fiches de fonction ont été reçu le jour même.,3 mois,approuvé,VP Auditeur 1
40,40.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,les employés ayant une influence sur les caractéristiques du produit doivent être conscients de leurs responsabilités et doivent également pouvoir démontrer la compréhension de leurs responsabilités.,c,des emballages mal protégés (sacs sous-vide) sont constatés en zone stockage des emballages. pas de possibilité de disposer ce jour de la fiche de contrôles des balances.,sensibilisation des opérateurs à refermer les cartons de sac dans la zone de stockage des emballages. demande faite au responsable de la salle de désossage pour que la feuille soit présente dans le pupitre informatique.,immédiat,approuvé,VP Auditeur 1
41,41.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les enregistrements nécessaires pour démontrer la conformité de la société vis-à-vis du système de sécurité et qualité des aliments, incluant les exigences réglementaires, les exigences du client, et les exigences sanitaires sont-ils disponibles ?",b,"le nom du contrôleur ainsi que son visa ne sont pas complétés systématiquement sur les enregistrements de contrôle à réception des carcasses (t°, ph). constat effectué sur le lot du test de traçabilité ainsi que sur plusieurs autres journées.",demande faite à l'opérateur qui fait les contrôles de t° et de ph pour qu'il mette son nom et appose sa signature sur la feuille de contrôle.,immédiat,approuvé,VP Auditeur 1
42,42.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les appareils de mesure et de surveillance critiques pour la sécurité, la qualité (incluant les exigences clients) des aliments ainsi que les exigences réglementaires sont-ils fiables ?",c,la balance servant au contrôle des produits finis (en fin de ligne découpe) à un échelon e=20 g (soit une pesée à partir de 20 kg). l'échelon n'est donc pas en conformité réglementaire (arrêté du 20/10/78) au regard de la plage d'utilisation (les poids des morceaux pesés varient de 500 g environ pour l'araignée le plus petit à 10- 15 kg en moyenne).,"demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia pour trouver la solution la plus adapté pour répondre à la réglementation. reçu devis pour une nouvelle balance. en attente de voir avec la direction.//(ancienne action 19/07/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia, le 08/06/2017, pour trouver la solution la plus adapté pour répondre à la réglementation.//(ancienne action 12/06/2017 ) demande faite au métrologue et au bureau d'étude du groupe elivia pour trouver la solution la plus adapté pour répondre à la réglementation.",1 mois,non approuvé,VP Auditeur 1
43,43.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les appareils de mesure et de surveillance critiques pour la sécurité, la qualité (incluant les exigences clients) et légalité des aliments sont-ils identifiés, calibrés, étalonnés et traçables selon des normes/standards reconnu(e)s ? sont-ils maîtrisés de manière efficace ?",c,la table où est positionnée la balance est constatée bancale ce jour (avec une bulle de niveau non centrée). pas de possibilité de visualiser les enregistrements de contrôle de la balance.,calage de la table de la balance pour que celle-ci ne soit plus bancale et ajustement de la bulle de niveau le 07/06/2017.,immédiat,approuvé,VP Auditeur 1
44,44.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"etalonnage légal annuel de la balance de contrôle des produits finis et contrôles intermédiaires internes au moins mensuels. dans le cas où les balances sont utilisées pour le contrôle individuel du dosage des produits, la balance doit être contrôlée quodidiennement.",c,"des contrôles périodiques sont définis sur la balance, toutefois pas de possibilité de disposer des enregistrements.",demande faite au responsable de la salle de désossage pour que la feuille d'enregistrement soit correctement complété et que la feuille en cours soit présente dans le pupitre informatique.,immédiat,approuvé,VP Auditeur 1
46,46.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les procédures d’analyses sont-elles en place pour s’assurer que toutes les exigences spécifiées du produit sont remplies, y compris les exigences légales et les spécifications du client, et ce pendant toute la durée de vie du produit ?",b,"une validation de la durée de vie (35 j actuellement appliqué par rapport à la mise sous-vide) est effectuée annuellement sur 5 échantillons sans rupture de la chaîne de froid. déviation : toutefois, les dernières analyses montrent que la durée de vie prise en compte est de 33 j (produit fabriqué le 23/03/17, analyse initiée le 24/04/17).","suite à une erreur du laboratoire, les dlc des produits ont été réalisé à 33 jours et non 35 jours comme demandé. nous allons refaire les dlc des produits à j+35 jours.",1 mois,approuvé,VP Auditeur 1
47,47.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,dlc ou ddm validées conformes au cdc (incluant une marge de dlc technique ou justification dans le cas où il n'y aurait pas de marge),b,les dernières validation de la durée de vie ont été faites à 33 j. en production 35 j est appliqué.,envoie d'échantillons pour refaire les validation de dlc à j+35 jours.,1 mois,approuvé,VP Auditeur 1
48,48.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,analyse de risque existante et pertinente sur l'utilisation de vaisselle cassable en salle de pause (par exemple gestion des tenues et chaussures),b,il n'y a pas d'analyse de risque explicitement formalisée.,haccp réactualisé en prenant en compte la vaisselle cassable en salle de pause.,6 mois,approuvé,VP Auditeur 1
49,49.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les bâtiments sont-ils situés, conçus, construits et entretenus de manière à assurer la sécurité, la légalité et la qualité des produits ?",b,une portion de sol (résine décollée) fortement détériorée au niveau de l'atelier découpe. une plaque de mur décollée (chambre froide stockage carcasse).,la plaque dans le frigo de maturation va être recollé semaine 25. nous allons faire un devis pour réparer la résine du sol de la salle qui est abîmée.,3 mois,approuvé,VP Auditeur 1
50,50.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les bâtiments sont-ils entretenus, nettoyés et désinfectés de manière efficace, de manière à éviter toute contamination physique, chimique et microbiologique du produit ?",b,"de la condensation est visible au niveau du plafond (zone grosse coupe). aspect encrassé des plafonds en sortie des évaporateurs (zone grosse coupe, chambre froide stockage quartier pour le désossage).",un devis a été réalisé pour le nettoyage de l'ensemble des évaporateurs. les moteurs hs des évaporateurs vont être changé semaine 25 et 26 par la société prestataire de froid.,3 mois,approuvé,VP Auditeur 1
51,51.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les équipements, ustensiles et produits chimiques de nettoyage sont-ils clairement identifiés et stockés dans un endroit séparé et éloigné des produits, des équipements et des matériaux d’’emballage ? sont-ils adaptés à l’usage prévu ?",c,il n'y a pas de données disponibles concernant le produit lessiviel utilisé actuellement pour la machine automatique de nettoyage des couteaux (vraisemblablement un bidon échantillon d'un fournisseur).,le produit lessiviel au niveau de la machine automatique de nettoyage a été jeté. nous l'avons remplacé par du penngar 650.,1 mois,approuvé,VP Auditeur 1
52,52.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"des méthodes de travail sont-elles en place pour réduire le risque potentiel de toute contamination physique, chimique ou microbiologique ?",c,"ce jour, en zone stockage des emballages, des sacs plastiques (pour la mise sous-vide) sont constatés mal protégés.",sensibilisation des opérateurs à refermer les cartons de sac et affichage sur la porte de la zone des emballage.,immédiat,approuvé,VP Auditeur 1
53,53.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"présence d'une procédure de gestion des bris de verre documentée et connue par le personnel : la procédure doit prévoir à minima l'inspection ou si besoin le remplacement des tenues de travail, le nettoyage des chaussures, l'isolement de la zone de casse, l'enregistrement de l'incident.",d,"il n'y a pas de verre sur le site hormis les luminaires qui sont protégés, présence uniquement de plastiques durs. il n'y a pas de procédure documentée en cas de bris de verres ou matériaux assimilés (plastique dur).",rédaction d'une procédure en cas de bris de verre ou matériaux assimilés (plastique dur) : pr.q.73,1 mois,approuvé,VP Auditeur 1
54,54.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,présence de matériel de balayage spécifique pour les bris de verre,d,"cf ci-dessus, pas de procédure documentée pas de dispositif clairement établi en cas de bris de verre ou matériaux assimilés (plastique dur).",cf procédure pr.q.73.,1 mois,approuvé,VP Auditeur 1
55,55.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,maintien des portes et portails fermés (présence de groom sur les portes pour une fermeture automatique),b,etanchéité insuffisante d'un bas de porte d'un quai de réception matières premières (vraisemblablement mal refermé).,réglage immédiat de la porte pour que celle-ci soit étanche.,immédiat,approuvé,VP Auditeur 1
56,56.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"les installations de lavage des mains sont-elles appropriées, suffisantes et accessibles ?",b,"ce jour, au niveau du sas, le dévidoir à papier essuie-mains est vide.",remplissage du dévidoir de papier essuie main le jour même.,immédiat,approuvé,VP Auditeur 1
57,57.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,une procédure de transport des produits existe-t-elle et est-elle mise en place de manière efficace ?,b,recours à un prestataire de stockage pour certains flux logistique (regroupement). pas de surveillance explicite de ce prestataire.,demande faite au prestataire logistique pour que celui-ci me transmette les relevés de température suite à ma demande.,3 mois,approuvé,VP Auditeur 1
58,58.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,"une description complète du produit et de la catégorie de produit, incluant tous les ingrédients, les matières premières, les emballages, les produis finis et les conditions de stockage et de distribution, est-elle disponible ?",b,la durée de vie définie n'est pas formalisée explicitement dans les descriptifs produit.,haccp revue le 06/06/2017 pour la durée de vie des produits.,3 mois,approuvé,VP Auditeur 1
59,59.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,l'utilisation prévue du produit a-t-elle été décrite dans un diagramme des opérations ?,b,l'utilisation attendue n'est pas explicitement décrite dans l'étude haccp.,haccp revue le 06/06/2017 pour l'utilisation attendue des produits.,3 mois,approuvé,VP Auditeur 1
60,60.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,les menaces qui pèsent sur le produit suite à une altération intentionnelle/ contamination intentionnelle ont-elles été évaluées ?,c,"des dispositifs sont en place essentiellement orientés pour limiter le vol de produit (origine externe et interne), toutefois pas d'évaluation formalisée concernant la malveillance.",réflexion avec la direction pour formaliser une évaluation en terme de food defense.,6 mois,approuvé,VP Auditeur 1
62,62.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,des mesures sont-elles en place sur le traitement du produit si un accès interdit a été franchi et si le produit peut avoir été altéré/contaminé de manière intentionnelle ?,c,pas d'évaluation formalisée en terme de food defense exhaustive et détaillée. les surveillances actuelles sont essentiellement orientées pour limiter les vols.,réflexion avec la direction pour formaliser une évaluation en terme de food defense.,6 mois,approuvé,VP Auditeur 1
63,63.0,7,VP Fournisseur 244,Visi office 3,VP Auditeur 1,449,sécurisation efficace des accès aux zones de fabrication et de stockage,b,"un portail d'accès camion ouvert en journée, l'accès au vestiaire n'est pas sécurisé. des surveillances vidéo sont cependant présentes. appréciation des mesures en place difficile en l'absence d'une évaluation documentée et détaillée en matière de protection de la chaîne alimentaire contre les actes malveillants.",réflexion avec la direction pour formaliser une évaluation en terme de food defense.,6 mois,approuvé,VP Auditeur 1
557,557.0,2,VP Fournisseur 264,Visi office 3,VP Auditeur 1,449,"correspondance des spécifications des matières premières avec le cdc monoprix (fournisseurs, origines, nature, attestations non allergènes, non ogm, non ionisées)",b,"attestations non ogm et de non ionisation disponibles pour les matières premières. vues pour le vin blanc, le concentré de tomate notamment. les fiches techniques des matières premières poissons (congre et grondin) ne spécifient pas l'exclusion de la mer baltique concernant les zones de pêche.",mise à jour des cdc et ft poissons pour rajouter l'exclusion de la mer baltique dans les zones de pêche,3ème trimestre 2017,approuvé,VP Auditeur 1
559,559.0,2,VP Fournisseur 264,Visi office 3,VP Auditeur 1,449,"etalonnage légal annuel de la balance de contrôle des produits finis et contrôles intermédiaires internes au moins mensuels. dans le cas où les balances sont utilisées pour le contrôle individuel du dosage des produits, la balance doit être contrôlée quotidiennement.",c,etalonnage annuel des balances à métrologie légale servant aux contrôles de poids des produits finis. les balances sont ensuite étalonnées en interne chaque trimestre avec des poids étalon. les tolérances d'écart en interne ne sont pas basées sur le guide de bonnes pratiques actuel (guide dgccrf de 2014 sur le contrôle des préemballés).,etude du guide de la dgccrf de 2014 + mise à jour des procédures et enregistrements associés au contrôle des balances.,3ème trimestre 2017,approuvé,VP Auditeur 1
562,562.0,2,VP Fournisseur 264,Visi office 3,VP Auditeur 1,449,autres commentaires- infrastructures- portes,c,"l'étanchéité de la porte du quai de réception des matières surgelées n'est pas optimale. un jour est observable sur la partie basale de la porte, de plain pied.","le changement du portail quai réception est prévu très prochainement. après installation du nouveau portail, vérification de la bonne étanchéité de celui-ci.",septembre - octobre 2017,approuvé,VP Auditeur 1
563,563.0,2,VP Fournisseur 264,Visi office 3,VP Auditeur 1,449,autres commentaires- infrastructures- sols,b,une zone de rétention d'eau est visible en sortie des vestiaires et suite sas hygiène du fait d'une fuite d'eau du lave-bottes combinée à une pente de sol non optimale.,optimisation du branchement du lave botte + échanges avec le responsable des travaux pour une nouvelle intervention de leur part pour corriger la pente non conforme au niveau du lave-bottes.,Immédiat + 2éme semestre 2017,approuvé,VP Auditeur 1
564,564.0,2,VP Fournisseur 264,Visi office 3,VP Auditeur 1,449,autres commentaires- etalonnage- thermomètres,b,la méthodologie d'étalonnage des thermomètres internes pourrait être améliorée. les valeurs du thermomètre ne sont pas comparées à un étalon. il n'y a pas d'écart maximum clairement défini.,etude des différentes méthodologies possibles + mise à jour des enregistrements de vérifications trimestrielles internes (mtr 01 00 05) pour ajouter les tolérances définies.,3ème trimestre 2017,approuvé,VP Auditeur 1
377,377.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,"respect du plan d'actions de l'audit / visite monoprix précédent : prise en compte des écarts en lien avec la sécurité, la qualité, la légalité et le respect du cdc monoprix. ""a"" si 100% des écarts concernés sont soldés, ""b"" si entre 70 et 100% soldés, ""c"" si entre 20 et 70% soldés, ""d"" si entre 0 et 20% soldés.",b,"1 écart l'année passée contenant 3 points : condensation au plafond : pas de changement, consigne de changer les cartons mouillés si cela arrive. procédure gestion du froid écrite ins 282b avec un blocage des produits si t>6°c. pas de groupe électrogène.orientation vers prestatires externes en cas de coupre éléctrique supérieure à 1j et comte tenu de ins 282b.","pas de modification de l'infrastructure pour éviter la condensation. la consigne de changement des cartons mouillés est respectée, ce qui est confirmée par l'absence de réclamation lors des livraisons chez le client.",Juillet 2017 ,approuvé,VP Auditeur 1
378,378.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,"etalonnage légal annuel de la balance de contrôle des produits finis et contrôles intermédiaires internes au moins mensuels. dans le cas où les balances sont utilisées pour le contrôle individuel du dosage des produits, la balance doit être contrôlée quodidiennement.",c,"l'étalonnage des sondes est fait par le resp. métrologie de quimper 2 fois par an , rapports vus. le prestataire johnson controls fait un suivi une fois par an et le dernier rapport date de mai 2016, de plus les relevés d'étalonnage ne sont pas joints au rapport.",demande des relevés d'étalonnage à johnson controls pour le contrôle 2016 contrôle 2017 réalisé le 12 juillet 2017,Juillet 2017,approuvé,VP Auditeur 1
379,379.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,respect du plan de contrôle sur les produits finis,b,"toutes les analyses sont faites à partir des produits sortie de production quimper, le laboratoire est à landivisiau pour autant. a noter qu'il n'y a pas de mention dans l'haccp du site de landivisiau de la durée maximale pendant laquelle les produits peuvent rester dans l'atelier de packing (étiquetage) qui est à 6-8°c. les produits y transitent mais rien n'est spécifé sur la durée maximale.",modification de l'étude haccp pour intégrer cette notion d'attente maximale,Août 2017,approuvé,VP Auditeur 1
380,380.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,présence de matériel de balayage spécifique pour les bris de verre,b,il n'y a pas de matériel spécifique sur le site landivisiau pour ramasser les bris de verre.,mise en place de matériel spécifique pour les bris de verre - commande en cours,Août 2017,approuvé,VP Auditeur 1
381,381.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,"présence d'un registre des éléments en verre et plastique dur, avec détail des emplacements. le registre doit être inspecté au moins une fois par mois dans les zones des produits nus. si des éléments à risque immédiat sont situés au dessus du passage des produits nus, ils doivent être inspectés avant chaque démarrage de fabrication.",b,il y a une inspection par mois dans le cadre d'une série d'inspections faites par le technicien de maintenance mais il n'y a pas de check list précise des points cassables à surveiller.,création d'une check-list de surveillance du matériel en verre et plastique dur. contrôle trimestriel dans les zones où absence de produit et où les produits sont conditionnés,Septembre 2017,approuvé,VP Auditeur 1
382,382.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,etat de propreté apparente le jour de l'audit,c,"le nettoyage des locaux est fait l'après midi par une personne (jet haute pression, autolaveuse…) mais l'état de propreté des bas de murs n'est pas satisfaisant et montre des encrassements. de plus, suite à un incident de chute de faux plafond , présence de traces de coulures sur certains plafonds. le programme de nettoyage est en cours de révision et il est prévu qu'il soit géré par un prestataire.",nettoyage par un prestataire révision du planning de nettoyage interne,Septembre 2017,approuvé,VP Auditeur 1
383,383.0,4,VP Fournisseur 266,Visi office 3,VP Auditeur 1,449,sécurisation efficace des accès aux zones de fabrication et de stockage,b,"présence de digicodes aux locaux sociaux, et portes fermées avec sonnerie pour les chauffeurs. les dates de changement des digicodes ne sont pas gardées. (1 à 2 fois par an). la société entrepose des produits dans 2 plateformes locales (à 1km et 20km), le cahier des charges vu date de avril 2013 et ne mentionne rien sur la food defense. ces points sont vus en audit fait par meralliance mais le dernier rapport d'audit a été fait en juin 2015. un audit est prévu tous les 2 ans.","mise en place d'un fichier pour sauvegarder les dates de changements des digicodes modification du cahier des charges ""entreposage / congélation / surgélation"" pour intégrer la notion de food defense planification date d'audit sur 2017",Septembre 2017,approuvé,VP Auditeur 1
565,565.0,0,VP Fournisseur 333,Visi office 3,VP Auditeur 1,449,"etalonnage légal annuel de la balance de contrôle des produits finis et contrôles intermédiaires internes au moins mensuels. dans le cas où les balances sont utilisées pour le contrôle individuel du dosage des produits, la balance doit être contrôlée quotidiennement.",c,les carnets métrologiques des balances ne sont pas signés par le site.,signature des carnets métrologiques,immédiat,en attente d'élements complémentaires,VP Auditeur 1
